pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
REACTOME_RHOV_GTPASE_CYCLE,0.012204963,0.444439767,0.750782078,1.530140931,120,20,SPTAN1;USP9X;SH3RF1;NCK2;GIT2;IQGAP1;SPTBN1
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN,0.01249874,0.444439767,0.746410562,1.524516656,123,21,CBFB;PBRM1;ARID1A;SMARCC1;EP300;SMARCA4;SMARCE1
REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA,0.01437247,0.444439767,0.760604456,1.537364945,141,18,SPTAN1;ACTG1;MYH9;ACTB;MYO1C;SPTBN1
REACTOME_RHOU_GTPASE_CYCLE,0.01449859,0.444439767,0.736475405,1.508591002,143,22,SPTAN1;USP9X;GRB2;NCK2;GIT2;IQGAP1;SPTBN1;ITSN2
REACTOME_CELL_JUNCTION_ORGANIZATION,0.015362988,0.444439767,0.724008985,1.496379526,152,25,PLEC;ACTG1;ACTB;CD151;CTNND1;FLNA;CLDN15;PXN;FERMT2
REACTOME_APOPTOSIS,0.0158,0.444439767,0.640696906,1.370664784,157,71,PLEC;SPTAN1;TICAM1;CARD8;PSMD13;STK24;ADD1;PPP3CC;YWHAB;NMT1;YWHAZ;BCAP31;AKT1;SATB1;BCL2
REACTOME_MTOR_SIGNALLING,0.016396761,0.444439767,0.753880475,1.523774158,161,18,STK11;TSC2;PRKAG1;YWHAB;AKT1;TSC1;RPTOR
REACTOME_NICOTINATE_METABOLISM,0.016410152,0.444439767,0.767372477,1.537201995,160,16,NADK;PARP10;PARP16
REACTOME_PROGRAMMED_CELL_DEATH,0.01719828,0.444439767,0.631490383,1.355387631,171,82,PLEC;SPTAN1;TICAM1;PELI1;CARD8;CHMP7;PSMD13;STK24;ADD1;PPP3CC;YWHAB;NMT1;YWHAZ;BCAP31;AKT1;OGT;SATB1;BCL2
REACTOME_COLLAGEN_FORMATION,0.02202822,0.500503226,0.745534911,1.502035424,216,17,PLEC;P4HB;CD151
REACTOME_L1CAM_INTERACTIONS,0.023113868,0.500503226,0.669163644,1.402018151,230,36,SPTAN1;MAP2K2;ACTG1;AP2A2;ACTB;RPS6KA5;RPS6KA3;TUBB4B;DLG1;SPTBN1;SDCBP;TUBA1A
REACTOME_CHROMATIN_MODIFYING_ENZYMES,0.02379762,0.500503226,0.590462326,1.27646947,237,114,KDM2A;NSD1;EHMT1;CHD3;KMT2D;EP400;DOT1L;PBRM1;ARID1A;CREBBP;SMARCC1;KANSL2;EP300;SMARCA4;SETD2;BRD1;KMT2A;ACTB;NCOR1;SMARCE1;GATAD2B;RUVBL1;OGT;RELA;KMT2E;ATF7IP;MORF4L1;KDM3B;BRWD1;KMT2C;GATAD2A;ARID4B;KMT2B;PHF20;PRMT7;EPC1
REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER,0.025073597,0.500503226,0.739725224,1.490330599,246,17,NOTCH1;CREBBP;MAML1;EP300;CUL1;NCOR1;PSEN1
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,0.026796467,0.500503226,0.693153708,1.435530219,266,26,NSD1;EHMT1;KMT2D;DOT1L;SETD2;KMT2A;RELA;KMT2E;ATF7IP;KMT2C;KMT2B
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,0.02709729,0.500503226,0.602883607,1.29587489,270,87,CBFB;POLR2A;GNB1;AXIN1;CREBBP;FASN;PDPK1;EP300;TNRC6B;CCNT1;POLR2L;ARL4C;PTGES3;FKBP5;NCOR1;STAG2;GNAI2;ZDHHC7;AKT1;PPP5C;DLD;BCL2;TNRC6A;TLE3
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,0.02711627,0.500503226,0.660688018,1.385651206,270,37,ACTG1;PRKAG1;MYH9;RAB14;ACTB;YWHAB;MYO1C;YWHAZ;MYO5A;AKT1;TUBB4B;STXBP3;RAB11A;RAB8A;ASPSCR1;TUBA1A;YWHAQ;EXOC3
REACTOME_SIGNALING_BY_NOTCH1,0.027587596,0.500503226,0.708102309,1.450471753,273,22,NOTCH1;CREBBP;MAML1;EP300;CUL1;NCOR1;PSEN1;ITCH;TLE3
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,0.02911747,0.500503226,0.659891274,1.382590867,290,36,ACTG1;PLA2G6;WASF2;MYH9;GRB2;ACTB;BAIAP2;MYO1C;ELMO2;ARPC2;MYO5A;NCKIPSD
REACTOME_PARASITE_INFECTION,0.029871692,0.500503226,0.683607948,1.419047175,297,28,ACTG1;WASF2;MYH9;GRB2;ACTB;BAIAP2;MYO1C;ELMO2;ARPC2;MYO5A;NCKIPSD
REACTOME_SUMOYLATION,0.0306,0.500503226,0.602396042,1.292815551,305,81,DNMT1;SAE1;SAFB;CHD3;DDX17;CREBBP;RAD52;SIN3A;EP300;NUP214;IKBKG;UBA2;NUP133;UBE2I;STAG2;NUP85;NUP153;SATB1;RELA;PML;TOP2B;PIAS4;RNF168;RPA1;SMC5;PIAS1;SP3;VHL;PARP1
REACTOME_ESR_MEDIATED_SIGNALING,0.0316,0.500503226,0.607450344,1.299356487,315,70,CBFB;POLR2A;GNB1;AXIN1;CREBBP;PDPK1;EP300;TNRC6B;CCNT1;POLR2L;PTGES3;FKBP5;STAG2;GNAI2;ZDHHC7;AKT1;PPP5C;BCL2;TNRC6A;TLE3
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,0.033117932,0.504340475,0.714647547,1.451719784,327,19,NOTCH1;CREBBP;MAML1;EP300;ATP2A3;TNRC6B;ATP2A2;TNRC6A
REACTOME_RHO_GTPASE_CYCLE,0.03389661,0.504340475,0.557055696,1.215838837,338,178,SPTAN1;GNA13;CKB;ARFGAP3;ACTG1;STK38;ARHGAP35;ARHGAP39;WASF2;CDC42SE2;USP9X;ANKFY1;SH3RF1;RHOA;AKAP13;GRB2;KTN1;UBXN11;CAPZB;FNBP1;NCK2;RAPGEF1;ACTB;GIT2;BAIAP2;ELMO2;FAF2;PHIP;BCAP31;FARP2;IQGAP1;PKN1;SPTBN1;DBN1;TAOK3;ANKLE2;FAM13B;ITSN2;SCFD1;ARHGEF12;PICALM
REACTOME_DNA_DAMAGE_BYPASS,0.04407908,0.591286956,0.69500526,1.416464281,436,20,NPLOC4;POLE;POLH;CUL4A;CUL4B;VCP;REV1;RPA1
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,0.044306335,0.591286956,0.664277179,1.378919976,441,28,POLR2A;KMT2D;CREBBP;CTCF;EP300;PKNOX1;POLR2L;NCOR1;KMT2C;NCOA3
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,0.045222611,0.591286956,0.62791773,1.323577454,451,43,CBFB;POLR2A;AXIN1;CREBBP;EP300;TNRC6B;CCNT1;POLR2L;PTGES3;STAG2;BCL2;TNRC6A;TLE3;NCOA3;SP1
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,0.045308095,0.591286956,0.684892573,1.402929095,449,22,SNX9;GAK;FTL;PUM1;PICALM;SNX2;TGOLN2;AP1G1;NECAP1;AP1M1;AP3B1;ARF1
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS,0.045761516,0.591286956,0.688377467,1.405986151,453,21,SAFB;DDX17;CREBBP;SIN3A;EP300;UBE2I;PIAS4;PIAS1
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.0479,0.591884214,0.596286599,1.271133737,478,63,SNX9;GAK;ACTG1;SH3GL1;GAPVD1;AP2A2;LDLR;GRB2;EPS15L1;FNBP1;ACTB;ARPC2;CD4;ITSN2;EPS15;PICALM;CLTCL1;TGOLN2;EPN1;ARFGAP1;AGFG1;COPS7A;NECAP1;PACSIN2;REPS1;AP2S1;AP2B1
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,0.048218673,0.591884214,0.720519698,1.435618624,470,15,NPLOC4;POLE;POLH;VCP;REV1;RPA1
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,0.049629035,0.594337962,0.66140941,1.371930387,494,27,PPP6R1;CSNK1D;SEC16A;PPP6R3;SEC22C;TRAPPC10;LMAN2;TBC1D20;SCFD1
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,0.057137129,0.630871913,0.651537441,1.35247457,569,28,STK11;CREBBP;SIN3A;EP300;YWHAB;YWHAZ;AKT1;BCL6
REACTOME_CDC42_GTPASE_CYCLE,0.064,0.630871913,0.597039956,1.26783021,639,53,GNA13;ARFGAP3;ARHGAP35;ARHGAP39;CDC42SE2;KTN1;FNBP1;GIT2;BAIAP2;IQGAP1;FAM13B;ARHGEF12
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,0.064676113,0.630871913,0.684579643,1.383700473,638,18,GNA13;GNB1;RHOA;AKAP13;ARHGEF12
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,0.065113023,0.630871913,0.606368355,1.281767081,650,46,DNMT1;CHD3;SIN3A;EP300;POLR2L;BAZ2A;ACTB;MYO1C;GATAD2B;TET2;BAZ1B;ERCC2;UBTF;GATAD2A;CBX3;ARID4B;MYBBP1A
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,0.0652,0.630871913,0.577821775,1.235979994,651,70,SPTAN1;PPP6R1;ARFGAP3;CSNK1D;SEC16A;PPP6R3;SEC22C;TRAPPC10;CAPZB;TMEM115;TUBB4B;SPTBN1;LMAN2;TBC1D20;SCFD1;DYNC1H1
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,0.065339204,0.630871913,0.60940751,1.285471862,652,44,HSF1;CREBBP;EP300;NUP214;NUP133;PTGES3;DEDD2;ST13;NUP85;NUP153;RPTOR;DNAJB1;DNAJC7;VCP;RPA1
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,0.0662,0.630871913,0.578794001,1.237252089,661,69,PLEC;LTBP3;CAPN1;ITGAE;EMILIN2;P4HB;PSEN1;CD151;ICAM4
REACTOME_CIRCADIAN_CLOCK,0.066860465,0.630871913,0.643150962,1.335065748,666,28,RBM4;CSNK1D;CREBBP;EP300;CUL1;NCOR1;CHD9
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION,0.066874184,0.630871913,0.652885964,1.349382685,665,25,CBFB;KMT2D;SIN3A;EP300;TNRC6B;KMT2A;TNRC6A;KMT2E;KMT2C;KMT2B
REACTOME_REGULATION_OF_TP53_ACTIVITY,0.0681,0.630871913,0.580700043,1.240358851,680,66,STK11;EHMT1;CHD3;PRKAG1;NOC2L;PDPK1;EP300;TAF1;BRD1;MDM4;TAF2;GATAD2B;AKT1;SETD9;PML;USP7;GATAD2A;MAPK14;RPA1;PHF20;ATRIP;TP53BP2;RFFL;RBBP7;RICTOR;CSNK2A1;PPP2R1B;ATM
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,0.070092991,0.630871913,0.538613919,1.17066337,700,147,STK11;TSC2;EHMT1;POLR2A;CHD3;GLS;PRKAG1;NOC2L;CREBBP;SUPT5H;PDPK1;EP300;TNRC6B;CCNT1;POLR2L;TAF1;BRD1;MDM4;YWHAB;TAF2;YWHAZ;RBL1;GATAD2B;AKT1;PRELID1;SETD9;NELFB;TSC1;TNRC6A;LRPPRC;RPTOR;PML;BCL6;USP7;ERCC2;GATAD2A;MAPK14;RPA1;SCO2;PHF20;YWHAQ;ATRIP;TP53BP2;RFFL;ARID3A;CNOT6L;CDK12;AGO3;RBBP7;RICTOR;CSNK2A1;CNOT4;PPP2R1B;CNOT6;ATM
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,0.071414162,0.630871913,0.669626263,1.364740294,707,20,POLR2A;NUP214;POLR2L;NUP133;NUP85;NUP153
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,0.071485863,0.630871913,0.643207948,1.334175952,712,27,STK11;PRKAG1;NOC2L;TAF1;MDM4;TAF2;MAPK14;RPA1;ATRIP
REACTOME_HIV_LIFE_CYCLE,0.072,0.630871913,0.574694163,1.229289927,719,70,POLR2A;VPS37B;NMT2;CHMP7;XRCC6;SUPT5H;NUP214;CCNT1;POLR2L;TAF1;NUP133;NMT1;TAF2;NUP85;NUP153;CD4;NELFB;ERCC2;VPS28
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,0.074238451,0.630871913,0.667570566,1.360550654,735,20,ACTG1;WASF2;GRB2;ACTB;BAIAP2;ARPC2;NCKIPSD
REACTOME_SIGNALING_BY_NOTCH4,0.074396716,0.630871913,0.626204844,1.304881537,742,32,NOTCH1;CREBBP;MAML1;PSMD13;EP300;CUL1;YWHAZ;PSEN1;AKT1
REACTOME_RAB_REGULATION_OF_TRAFFICKING,0.0761,0.630871913,0.588143023,1.249062703,760,54,SBF1;TSC2;GAPVD1;RAB14;TRAPPC10;RABEP1;AKT1;RAB11A;TSC1;TBC1D20;RAB8A;TRAPPC8;MAP1LC3B;GABARAP;TBC1D14;TBC1D10A;GDI2;RAB6A
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES,0.07643894,0.630871913,0.679102211,1.368192907,752,17,PBRM1;ARID1A;SMARCC1;SMARCA4;SMARCE1
REACTOME_DEVELOPMENTAL_BIOLOGY,0.077092291,0.630871913,0.515838877,1.133139943,770,287,SPTAN1;CBFB;MAP2K2;NOTCH1;POLR2A;ACTG1;KMT2D;ARHGAP35;ARHGAP39;MAFA;CREBBP;CAPN1;MYH9;CTCF;MED15;RRAS;RNPS1;MAML1;RHOA;MED13;PSMD13;AP2A2;EP300;PKNOX1;SMARCA4;GRIN1;POLR2L;FOXP1;GRB2;FOXH1;NCK2;KMT2A;ACTB;RPS6KA5;NCOR1;RPS6KA3;ARPC2;RPS5;PSEN1;SREBF2;AKT1;TUBB4B;FARP2;RPLP2;NR6A1;CHD9;RELA;PABPC1;DLG1;PML;SPTBN1;ZNF638;KMT2C;ARHGEF12;GAB1;NCOA3;THRAP3;CLTCL1;MAPK14;RPS15;LHX3;AGRN;SDCBP;TUBA1A
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,0.080803979,0.650405801,0.675495774,1.360926988,795,17,GLS;CPLX1;DNAJC5;SLC6A13
REACTOME_AUTOPHAGY,0.0825,0.653346774,0.575890711,1.227037221,824,62,HSF1;TSC2;PRKAG1;VPS37B;CHMP7;WIPI2;TUBB4B;TSC1;WDR45B;RPTOR;DYNC1H1;VPS28;MAP1LC3B;GABARAP;VCP;TUBA1A;SQSTM1;PCNT
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,0.085551331,0.666757197,0.602840436,1.267327391,854,40,CBFB;NOTCH1;CREBBP;MAML1;PSMD13;EP300
REACTOME_NEUTROPHIL_DEGRANULATION,0.089591041,0.687331267,0.530700747,1.153701094,895,148,SPTAN1;RAB24;IMPDH2;TMBIM1;SURF4;CRISPLD2;UBR4;CAPN1;XRCC6;DPP7;ATAD3B;DGAT1;RAB14;RHOA;PSMD13;AP2A2;DNAJC5;MVP;FAF2;PSEN1;TUBB4B;IQGAP1;FTL;BST2;DYNC1H1;GALNS;ATP11B;MAPK14;VCP;DNAJC13;SDCBP;PFKL;KCMF1;GDI2;ERP44;HUWE1
REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3,0.091690831,0.690287915,0.512178451,1.124167521,916,267,SPTAN1;GNA13;CKB;ARFGAP3;ACTG1;STK38;ARHGAP35;ARHGAP39;WASF2;CDC42SE2;USP9X;MYH9;ANKFY1;PAFAH1B1;PDPK1;KLC2;SH3RF1;RHOA;AKAP13;GRB2;KTN1;UBXN11;CAPZB;FNBP1;NCK2;KLC1;RAPGEF1;ACTB;YWHAB;NUP133;KNTC1;GIT2;BAIAP2;ELMO2;FAF2;PHIP;ARPC2;YWHAZ;BCAP31;NUP85;TUBB4B;FARP2;NCKIPSD;IQGAP1;PKN1;SPTBN1;DBN1;TAOK3;ANKLE2;FAM13B;ITSN2;SCFD1;DYNC1H1;DVL1;ARHGEF12;PICALM;FLNA;MAPK14;VCP;RHOT2;CKAP5;TUBA1A;KIF5B;PPP1R12A;YWHAQ;NDEL1;SRRM1;FERMT2;ZAP70;PTK2;VHL;CENPC;DVL3;SLC4A7;CYFIP2;NDC80;ARHGEF1;RHOF;WHAMM;TAOK1;STIP1;MAD1L1;PPP2R1B
REACTOME_RND2_GTPASE_CYCLE,0.094305331,0.690287915,0.656079301,1.332745498,933,19,ARHGAP35;KTN1;UBXN11;FNBP1
REACTOME_RND3_GTPASE_CYCLE,0.099353796,0.690287915,0.65333506,1.327170905,983,19,CKB;ARHGAP35;KTN1;UBXN11;PICALM
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,0.1018,0.690287915,0.555341618,1.190982942,1017,79,SPTAN1;PPP6R1;ARFGAP3;CSNK1D;SEC16A;PPP6R3;SEC22C;TRAPPC10;CAPZB;TMEM115;TUBB4B;SPTBN1;MGAT2;LMAN2;TBC1D20;SCFD1;DYNC1H1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,0.10184999,0.690287915,0.633940241,1.303301148,1012,23,POLR2A;NUP214;POLR2L;NUP133;NUP85;NUP153;TNRC6A;IPO8
REACTOME_RECYCLING_PATHWAY_OF_L1,0.102629175,0.690287915,0.661196758,1.332118641,1010,17,ACTG1;AP2A2;ACTB;RPS6KA5;RPS6KA3;TUBB4B;TUBA1A;AP2S1;AP2B1;MAPK1
REACTOME_INNATE_IMMUNE_SYSTEM,0.103089691,0.690287915,0.505595692,1.111659977,1030,309,SPTAN1;RAB24;TICAM1;GRAP2;IMPDH2;PELI1;TMBIM1;ACTG1;S100B;SURF4;PLA2G6;CRISPLD2;WASF2;UBR4;CREBBP;CAPN1;MYH9;XRCC6;NFATC3;DPP7;ATAD3B;DGAT1;RAB14;PDPK1;RHOA;PSMD13;AP2A2;EP300;POLR2L;POLR3K;GRB2;CUL1;ACTB;IKBKG;DNAJC5;MVP;BAIAP2;RPS6KA5;MYO1C;TRAF3;ELMO2;FAF2;TAX1BP1;RPS6KA3;ARPC2;PSEN1;UBE2D2;ATF1;MYO5A;TUBB4B;NCKIPSD;BCL2;CD4;IQGAP1;RELA;ITCH;FTL;BST2;DDX41;DYNC1H1;VRK3;GALNS;ATP11B;MAPK14;VCP;TKFC;DNAJC13;SDCBP;PFKL;KCMF1;GDI2;ERP44;TNIP2;HUWE1
REACTOME_MAP2K_AND_MAPK_ACTIVATION,0.103893484,0.690287915,0.646364287,1.317330928,1029,20,MAP2K2;ACTG1;ACTB;YWHAB;IQGAP1;MARK3;RAF1;PEBP1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,0.104,0.690287915,0.554260695,1.189033855,1039,80,CBFB;AXIN1;KMT2D;PBRM1;ARID1A;CREBBP;SMARCC1;SIN3A;PSMD13;EP300;SMARCA4;TNRC6B;KMT2A;SMARCE1;TNRC6A;KMT2E;ITCH;PML
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,0.104035246,0.690287915,0.609521834,1.270117591,1038,32,STK11;GNB1;FASN;TALDO1;GNAI2;IQGAP1
REACTOME_SIGNALING_BY_ERBB4,0.105799613,0.692634798,0.665823137,1.333778165,1037,16,S100B;GRB2;NCOR1;PSEN1;ITCH
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,0.109349758,0.70355743,0.647278989,1.314868731,1082,19,MYH9;PDPK1;RHOA;YWHAB;YWHAZ;PKN1;PPP1R12A;YWHAQ
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,0.111888811,0.70355743,0.519017551,1.131718964,1118,170,TSC2;MAP2K2;NOTCH1;POLR2A;ACTG1;AXIN1;STAT5B;CREBBP;MYH9;MECP2;MAML1;PDPK1;ZC3HAV1;PSMD13;EP300;POLR2L;GRB2;KREMEN2;CUL1;KLC1;RNF213;ACTB;YWHAB;NCOR1;CSNK1A1;PSEN1;AKT1;ETV6;FGF22;IQGAP1;TNKS;SPTBN1;CNTRL;TRAT1;GAB1;VCP;KIF5B;SQSTM1;MARK3;FYN;DCTN1;RBX1;PRKAR1A;DUSP16;PSME4;RAF1;PSMA4;PEBP1;AP3B1;EEF1G;TRIP11;RICTOR;PPP2R1B;PSMF1;ZMYM2;PSMB2;FLT3LG;TPM4;PTPN11;SEC31A;MAPK1;RAC1;IRS2;RPS6;QKI;MAP3K11;HDAC1;FGFR1OP2;ADAM17;TPR;MTOR;CTNNB1;RPS6KB2;SOS1;PPP2R1A;STAT3;FOXO3;GOLGA4;PTEN
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,0.113088691,0.70355743,0.517288296,1.128713377,1130,175,MAP2K2;POLR2A;GRAP2;ACTG1;S100B;STAT5B;SH3GL1;WASF2;HNRNPM;SIN3A;PDPK1;RHOA;AP2A2;EP300;POLR2L;GRB2;EPS15L1;NCK2;RAPGEF1;ACTB;YWHAB;BAIAP2;RPS6KA5;NCOR1;ELMO2;RPS6KA3;PSEN1;ATF1;AKT1;HNRNPH1;NELFB;FGF22;ITCH;SH2B3;EPS15;VRK3;STUB1;GAB1;CTNND1;MAPK14
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,0.11540004,0.70355743,0.615037097,1.275742482,1150,27,SNX9;GAK;FTL;PUM1;PICALM;SNX2;TGOLN2;AP1G1;NECAP1;AP1M1;AP3B1;ARF1
REACTOME_HIV_INFECTION,0.115888411,0.70355743,0.53574062,1.155794509,1158,107,PACS1;POLR2A;VPS37B;NMT2;CHMP7;XRCC6;SUPT5H;PSMD13;AP2A2;NUP214;CCNT1;POLR2L;TAF1;NUP133;NMT1;TAF2;NUP85;NUP153;CD4;NELFB
REACTOME_EPH_EPHRIN_SIGNALING,0.121497198,0.70355743,0.596604468,1.247142557,1213,34,ACTG1;MYH9;RHOA;AP2A2;GRIN1;NCK2;ACTB;ARPC2;PSEN1;CLTCL1;SDCBP;FYN;PTK2;AP2S1;AP2B1;EPHA2
