pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES,0.002508886,0.116321061,0.640426546,1.77256432,23,18,PBRM1;ARID1A;PRMT7;SMARCA4;SMARCE1;SMARCC1;H2AZ2;SMARCC2;RBBP7
REACTOME_APOPTOTIC_EXECUTION_PHASE,0.003240644,0.134119293,0.627591776,1.73704041,30,18,SPTAN1;PLEC;ADD1;GSN;BCAP31;ROCK1;STK26;PTK2;SATB1;CTNNB1;STK24;KPNB1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,0.00379962,0.134119293,0.446162748,1.454262789,37,83,AXIN1;PBRM1;CBFB;CREBBP;PSMD13;ARID1A;TNRC6B;KMT2D;SMARCA4;EP300;SMARCE1;KMT2E;SMARCC1;SIN3A;KMT2A;ITCH;H2AZ2;TNRC6A;PSMA4;SMARCC2;TCF3;HDAC1;PSMD1;AGO3;UBA52;KMT2C;TNRC6C;KCTD6;PSME4;PSMC4;RUNX1;PSMF1;PSMC2;PTPN11
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN,0.004015237,0.134119293,0.593188169,1.6945575,38,22,PBRM1;CBFB;ARID1A;SMARCA4;EP300;SMARCE1;SMARCC1;SMARCC2
REACTOME_SIGNALING_BY_NOTCH,0.00460092,0.134119293,0.458376575,1.473250025,45,69,CREBBP;MAML1;PSMD13;ATP2A2;TNRC6B;EP300;RBX1;YBX1;ITCH;H2AZ2;YWHAZ;PSEN1;TNRC6A;AKT1;CUL1;RAB6A;PSMA4;APH1B;NCOR1;HDAC1;PSMD1;TBL1XR1;AGO3;UBA52;TNRC6C;TLE3;PSMC4;RUNX1;PSMF1;PSMC2;AGO4;PSMD4;DNER;AGO2;WWP2;MIB2;CCNC;SEM1;PSMC5;PSMD2;CREB1
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,0.0047,0.134119293,0.452575169,1.461899717,46,74,AXIN1;CREBBP;PSMD13;KREMEN2;KMT2D;SMARCA4;EP300;RBX1;CSNK1A1;H2AZ2;YWHAZ;RUVBL1;AKT1;DVL1;PSMA4;XIAP;CCDC88C;HDAC1;PSMD1;CTNNB1;UBA52;BTRC;SMURF2;CUL3;PPP2R1B;PSME4;TLE3;PSMC4;RYK;PSMF1;PSMC2;DVL3;PSMD4;XPO1;PPP2CA
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,0.004879536,0.134119293,0.559184915,1.645594331,47,27,NSD1;EHMT1;SETD2;KMT2D;NSD3;KMT2E;KMT5B;KMT2A;DOT1L;RELA;RBBP7;SETDB1;ATF7IP;KMT2C;SUV39H2;NSD2;EZH2;KMT2B
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,0.00509949,0.134119293,0.400670258,1.350652245,50,155,PRKAG1;EHMT1;CREBBP;NOC2L;CNOT6;POLR2A;CCNT1;STK11;POLR2L;NELFB;TNRC6B;GATAD2B;EP300;BRD1;RPA1;TAF2;LRPPRC;YWHAQ;TSC2;SUPT5H;PHF20;YWHAZ;YWHAB;SETD9;JMY;RBL1;TNRC6A;ATRIP;ARID3A;AKT1;RPTOR;MDM4;ELOB;ING5;CHD3;RBBP7;CNOT6L;USP7;CDK12;TP53BP2;COX5A;CNOT4;TAF1;ATM;HDAC1;CDK13;COX14;AGO3;UBA52;CNOT10;MTOR;TNRC6C;PPP2R1B;COX7A2L;CNOT9;GATAD2A;AGO4;GLS;SUPT16H;CCNG1;CNOT11;PPP2CA;COX6C;GPX2;ELOA;MDM2;AGO2;MAPK14;RICTOR;PPP2R1A;DDB2;TCEA1;ERCC3;RFC2;ERCC2
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.00549945,0.134119293,0.394818529,1.335389292,54,166,FBXW5;HERC1;ANAPC11;UBE2J2;UBR2;UBR4;PSMD13;RNF213;UBR1;UBE2G2;UBE2G1;FBXO22;RBX1;UNKL;UBE2Q2;ITCH;CBLB;FBXW2;BTBD1;UBE2H;UBE3C;TRIM37;CUL1;STUB1;CDC27;UBE2W;BCAP31;CCNF;ELOB;TRAF7;PSMA4;HECTD1;FBXW11;UBE2D2;UBE2L3;SEC24A;PSMD1;UBE2K;ANAPC4;UBA52;BTRC;SMURF2;CUL3;TPP2;KCTD6;FBXO9;UBAC1;ANAPC7;FBXL5;PSME4;HUWE1;NPEPPS;LRSAM1;PSMC4;UBE2V2;PSMF1;PSMC2;SEC61A1;UBE3A;CUL7;CDC34;FBXL16;FZR1;VHL;PSMD4;CANX;KLHL11;CHUK;FBXL22;BLMH;UBE2B;IKBKG;UBE2R2
REACTOME_RAB_REGULATION_OF_TRAFFICKING,0.005506608,0.134119293,0.482639783,1.518259779,54,52,RABEP1;TRAPPC10;SBF1;TRAPPC8;GAPVD1;TSC2;TBC1D20;AKT1;RAB8A;MAP1LC3B;RAB6A;DENND4C;TBC1D14;RAB7A;RAB8B;TRAPPC9;GGA1;RAB10;GABARAP;DENND6A;RAB11A;TBC1D16;DENND4A;DENND1B;RAB3A
REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER,0.005522559,0.134119293,0.602303453,1.679458789,52,19,CREBBP;MAML1;EP300;RBX1;PSEN1;CUL1;APH1B;NCOR1;HDAC1;TBL1XR1;UBA52
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,0.0059994,0.138253533,0.36544504,1.26263948,59,277,FBXW5;HERC1;ANAPC11;UBE2J2;UBR2;NFATC3;UBR4;PSMD13;RNF213;UBR1;AP2A2;UBE2G2;UBE2G1;KLC1;FBXO22;KLC2;RBX1;UNKL;CAPZB;UBE2Q2;ITCH;CBLB;YWHAZ;YWHAB;FBXW2;AP2B1;BTBD1;UBE2H;GRB2;UBE3C;TRIM37;GRAP2;AKT1;CUL1;STUB1;CLEC2B;CDC27;UBE2W;BCAP31;CCNF;ELOB;TRAF7;CD160;AP1G1;RELA;DYNC1H1;PSMA4;ZAP70;REL;RAF1;NFATC1;HECTD1;DCTN4;RAB7A;FBXW11;UBE2D2;UBE2L3;PILRB;CAPZA1;SEC24A;DCTN1;PSMD1;ARF1;UBE2K;KIF20A;ANAPC4;UBA52;RAC1;BTRC;SMURF2;MTOR;CUL3;TPP2;KCTD6;FBXO9;UBAC1;ANAPC7;FBXL5;PPP2R1B;PSME4;HUWE1;TUBA1C;IFITM1;NPEPPS;RASGRP2;LRSAM1;PSMC4;UBE2V2;PSMF1;PSMC2;PTPN11;SEC61A1;UBE3A;CUL7;CDC34;FBXL16;ICAM4;FZR1;VHL;PSMD4;CANX;PPP2CA;CAPZA2;KLHL11;CHUK;RAP1GAP;FBXL22;DCTN5;BLMH;UBE2B;CLEC2D;CDC42;IKBKG;UBE2R2;SNAP23;RICTOR;CD74;PPP2R1A;UBOX5;ITGA4;KIF5B;MIB2;SEM1;CDC23;ORAI1;PSMC5;RNF220;TRAT1;UBA6
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,0.006308832,0.138253533,0.49149989,1.53908179,62,49,AXIN1;STAG2;CBFB;CREBBP;POLR2A;CCNT1;POLR2L;TNRC6B;EP300;NCOA3;H2AZ2;TNRC6A;HDAC1;PTGES3;NCOA2;AGO3;TNRC6C;KCTD6;TLE3;SMC3;RUNX1;AGO4;BCL2;MED1;AGO2;NCOA1
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION,0.006506049,0.138253533,0.549868612,1.618177901,63,27,CBFB;TNRC6B;KMT2D;EP300;KMT2E;SIN3A;KMT2A;H2AZ2;TNRC6A;HDAC1;AGO3;KMT2C;TNRC6C;RUNX1;AGO4
REACTOME_DNA_REPAIR,0.00739926,0.150944906,0.399412418,1.338940355,73,137,NPLOC4;RAD52;POLE;POLR2A;XRCC6;ASCC1;POLR2L;EP300;RBX1;RPA1;UIMC1;FANCA;FAAP100;UVSSA;H2AZ2;PIAS1;GPS1;RUVBL1;EYA3;CUL4A;ATRIP;EME2;RFC1;RNF168;PPP5C;VCP;XRCC3;DDB1;BRCC3;SUMO2;POLH;USP7;MSH6;UBE2I;PARP1;RTEL1;ATM;INO80;PIAS4;UBA52;POLL;RNF8;REV1;SUMO1;CUL4B;UBE2V2;COPS7A;BAZ1B;MPG;NSD2;UBE2B;ACTB;ASCC3;REV3L;COPS2;DDB2;TCEA1;ERCC3;RFC2;ERCC2;COPS3;TIMELESS;COPS5;NHEJ1;XPA;INO80D;KDM4B;PRKDC;MAPK8;RAD23B;PARP2;ISG15;AQR;ALKBH5;RAD18
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,0.00824452,0.159203592,0.507402945,1.547127531,81,37,MED13;CREBBP;CHD9;MED15;EP300;NCOA6;ZNF638;NCOA3;THRAP3;RELA;MED16;NCOR1;TGS1;TBL1XR1;NCOA2;MED26;MED14;MED25;MED1;MED13L;NCOA1;MED8;CCNC;KLF5
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS,0.008545249,0.159203592,0.567797706,1.622024698,82,22,SAFB;CREBBP;DDX17;MRTFA;EP300;SIN3A;PIAS1;SUMO2;UBE2I;PIAS4;NCOA2;SUMO1
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,0.009544861,0.159203592,0.498728533,1.528954959,94,39,HSF1;NUP214;NUP188;NUP98;RPA1;ST13;NUP133;DEDD2;DNAJB1;MAPK1;NUP85;DNAJC7;ATM
REACTOME_ESR_MEDIATED_SIGNALING,0.0104,0.159203592,0.436343456,1.415347774,103,78,AXIN1;STAG2;CBFB;CREBBP;POLR2A;CCNT1;GNB1;POLR2L;TNRC6B;EP300;NCOA3;H2AZ2;FKBP5;GNAI2;TNRC6A;PPP5C;AKT1;MAPK1;PTK2;HDAC1;PTGES3;NCOA2;AGO3;TNRC6C;KCTD6;TLE3;UHMK1;SMC3;RUNX1;AGO4;FOXO3;XPO1;BCL2;MED1;AGO2;ZDHHC7;NCOA1
REACTOME_DEUBIQUITINATION,0.0109989,0.159203592,0.411476172,1.362673109,109,108,AXIN1;USP37;PSMD13;TRAF3;RHOA;USP48;FOXK2;EP300;MYSM1;UIMC1;USP25;USP14;ASXL1;JOSD1;ASXL2;RUVBL1;USP47;STAM;CYLD;USP9X;MDM4;VCP;OGT;USP24;BRCC3;USP4;PSMA4;USP7;TNIP2;INO80;PSMD1;ZRANB1;UBA52;PTRH2;SMURF2;USP15;PSME4;PSMC4;PSMF1;PSMC2;USP3
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,0.011630259,0.159203592,0.5226497,1.558609099,114,30,NUP214;NUP188;POLR2A;POLR2L;NUP98;IPO8;H2AZ2;NUP133;TNRC6A
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,0.011908428,0.159203592,0.551231219,1.584213375,115,23,CREBBP;MAML1;ATP2A2;TNRC6B;EP300;H2AZ2;TNRC6A;RAB6A;AGO3;TNRC6C;RUNX1;AGO4
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,0.011995527,0.159203592,0.533652051,1.57045508,117,27,CREBBP;STK11;EP300;YWHAQ;SIN3A;YWHAZ;YWHAB;AKT1;SIRT3;NFYC;HDAC1
REACTOME_SIGNALING_BY_NOTCH4,0.012018988,0.159203592,0.513618522,1.543277214,118,32,CREBBP;MAML1;PSMD13;EP300;RBX1;YWHAZ;PSEN1;AKT1;CUL1;PSMA4;APH1B;PSMD1;UBA52;PSMC4;PSMF1;PSMC2
REACTOME_SIGNALING_BY_ALK_IN_CANCER,0.012283017,0.159203592,0.527577954,1.559789002,120,28,RNF213;MECP2;KLC1;RBX1;GRB2;CUL1;EEF1G;PPM1B;MAPK1;TPM4;RPS6;MYH9;DCTN1
REACTOME_CELLULAR_RESPONSES_TO_STIMULI,0.01239876,0.159203592,0.361158988,1.246378981,123,266,HSF1;ANAPC11;NUP214;EHMT1;EP400;CREBBP;NUP188;PSMD13;CHD9;P4HB;ADD1;TNRC6B;NPRL3;CABIN1;EP300;RBX1;NUP98;RPA1;LRPPRC;ST13;CAPZB;SIN3A;NCOA6;H2AZ2;FKBP5;RPS13;NUP133;TNRC6A;DEDD2;EXOSC4;STIP1;CUL1;RPTOR;MDM4;CDC27;VCP;ELOB;ZBTB17;RELA;DYNC1H1;RPS6KA3;PSMA4;HIRA;RBBP7;DNAJB1;MAPK1;RPS6;DCTN4;MBTPS1;UBE2D2;DEPDC5;ARFGAP1;NUP85;COX5A;CAPZA1;GPX1;NFYC;NCOR1;DNAJC7;ATM;TGS1;DCTN1;MTF1;PTGES3;PSMD1;TBL1XR1;ANAPC4;RPS15;NCOA2;COX14;AGO3;ATF6;MAP4K4;UBA52;RPL13;MTOR;CUL3;TNRC6C;DCP2;ANAPC7;PSME4;COX7A2L;TUBA1C;PSMC4;PSMF1;EGLN1;PSMC2;GFPT1;RPL13A;CUL7;AGO4;FZR1;NUP35;VHL;PSMD4;XPO1;COX6C;CAPZA2;ATP6V1D;DCTN5;MED1;GPX2;MDM2;ATP6V1C1;NCOA1;EZH2;CDKN2D;MAPK14
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,0.01239876,0.159203592,0.42027027,1.378506112,123,93,AXIN1;STAG2;CBFB;CREBBP;POLR2A;CCNT1;GNB1;FASN;POLR2L;TNRC6B;EP300;DLD;NCOA3;H2AZ2;FKBP5;GNAI2;TNRC6A;PPP5C;AKT1;MAPK1;PTK2;NCOR1;HDAC1;PTGES3;TBL1XR1;NCOA2;AGO3;TNRC6C;KCTD6;TLE3;PDK3;UHMK1;SMC3;RUNX1;AGO4;CPT1B;FOXO3;XPO1;BCL2;MED1;AGO2;ZDHHC7;NCOA1
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,0.012510008,0.159203592,0.46015016,1.455593674,124,56,PSMD13;AP2A2;GNB1;RHOA;TNRC6B;NLK;AP2B1;TNRC6A;WNT11;DVL1;PSMA4;NFATC1;PSMD1;CTNNB1;AGO3;UBA52;RAC1;SMURF2;TNRC6C;PSME4;PSMC4;RYK;PSMF1;PSMC2;AGO4;DVL3;PSMD4;AGO2;GNB2;SEM1;PSMC5;LEF1;PSMD2;PFN1
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,0.012753502,0.159203592,0.584600262,1.618049052,121,18,UBE2G2;UBE2G1;UBE2Q2;UBE2H;USP9X;UBE2W;USP7;UBE2D2;UBE2L3;UBE2K;UBA52;CDC34;UBE2B;UBE2R2
REACTOME_SIGNALING_BY_NOTCH1,0.012785108,0.159203592,0.541951912,1.569061658,124,24,CREBBP;MAML1;EP300;RBX1;ITCH;PSEN1;CUL1;APH1B;NCOR1;HDAC1;TBL1XR1;UBA52;TLE3
REACTOME_CELL_CYCLE,0.01279872,0.159203592,0.355541024,1.230512662,127,293,STAG2;ANAPC11;POLA2;DYRK1A;PPP6R3;NUP214;NUP188;PAFAH1B1;POLE;PSMD13;POLR2A;SET;PDS5A;TAOK1;CSNK1D;DIDO1;POLR2L;CKAP5;CDK11B;EP300;RBX1;NUP98;RPA1;UIMC1;KNTC1;YWHAQ;SUN2;CNTRL;PHF20;H2AZ2;YWHAZ;YWHAB;SUN1;RUVBL1;NCAPD3;RBL1;NUP133;HAUS8;ATRIP;CDK11A;RFC1;RNF168;ANKLE2;AKT1;RAB8A;PPP1R12A;CUL1;MDM4;CDC27;HAUS3;TUBGCP2;BRCC3;DYNC1H1;PSMA4;RBBP7;MAPK1;CDK5RAP2;UBE2I;FBXW11;TUBGCP3;RTEL1;CEP135;NUP85;CDC6;ATM;PHF8;WAPL;HDAC1;CTC1;MAD1L1;DCTN1;PSMD1;ORC4;WRAP53;KIF20A;PIAS4;SYNE1;ANAPC4;UBA52;CDC14A;BTRC;NCAPH2;CDC25B;ODF2;RNF8;ANAPC7;PPP2R1B;PSME4;SUMO1;TUBA1C;SMC3;PSMC4;UBE2V2;PSMF1;PSMC2;PDS5B;KPNB1;ESCO1;NCAPG2;NDEL1;FZR1;NUP35;ENSA;PRIM1;PSMD4;XPO1;PPP2CA;NSD2;LEMD3;MDM2;CDKN2D;PPP6C;PPP1CC;CHMP6;CHMP7;CENPO;SFI1;PPP2R1A;CLASP2;NDC1;NUP160;RFC2;LIN52;BLZF1;SEM1;AHCTF1;CDC23;PSMC5;RANGAP1;JAK2;CEP290;TUBGCP4;RAB2A;NEK9;DCTN2;PSMD2
REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS,0.013640923,0.165639776,0.48042893,1.485483041,135,43,STAG2;RAD52;NUP214;NUP188;NUP98;RPA1;PIAS1;SMC5;NUP133;RNF168;SMC6;SUMO2;UBE2I;PARP1;NUP85;PIAS4;SUMO1;SMC3
REACTOME_PROGRAMMED_CELL_DEATH,0.01509849,0.172237598,0.422495784,1.377120567,150,83,SPTAN1;PLEC;PSMD13;CARD8;ADD1;PPP3CC;YWHAQ;NMT1;YWHAZ;YWHAB;GSN;PELI1;AKT1;STUB1;OGT;BCAP31;ROCK1;PSMA4;STK26;MAPK1;PTK2;TP53BP2;SDCBP;XIAP;PSMD1;SATB1;CTNNB1;UBA52;STK24;PSME4;PSMC4;PSMF1;PSMC2;KPNB1
REACTOME_PROTEIN_UBIQUITINATION,0.015101178,0.172237598,0.497045693,1.510191587,149,36,UBE2J2;UBE2G2;UBE2G1;UBE2Q2;UBE2H;USP9X;VCP;UBE2W;USP7;UBE2D2;UBE2L3;PEX10;UBE2K;UBA52;PEX14;CTR9;UBE2V2;CDC34;PEX5;UBE2B;UBE2R2;UBA6;WAC;PRKDC;RAD18;UBE2E1
REACTOME_DNA_DAMAGE_BYPASS,0.015342129,0.172237598,0.536887247,1.554398417,149,24,NPLOC4;POLE;RBX1;RPA1;CUL4A;RFC1;VCP;DDB1;POLH;UBA52;REV1;CUL4B
